date,anomaly_c,z
	1880-01,-0.73,-1.4921438684239636
	1880-02,-0.752,-1.53442168316951
	1880-03,-0.67,-1.376840737299746
	1880-04,-0.593,-1.228868385690333
	1880-05,-0.739,-1.5094393380925963
	1880-06,-0.756,-1.5421085585777912
	1880-07,-0.7402622950819672,-1.5118651143484882
	1880-08,-0.724,-1.4806135553115418
	1880-09,-0.841,-1.7054546610037662
	1880-10,-0.834076923076923,-1.6921504535663565
	1880-11,-0.8269230769230769,-1.6784027725476998
	1880-12,-0.82,-1.66509856511029
	1881-01,-0.74,-1.5113610569446665
	1881-02,-0.797271186440678,-1.62142017560815
	1881-03,-0.849,-1.7208284118203288
	1881-04,-0.749,-1.5286565266132992
	1881-05,-0.791,-1.6093687184002516
	1881-06,-0.702,-1.4383357405659953
	1881-07,-0.824,-1.6727854405185711
	1881-08,-0.888,-1.7957754470510703
	1881-09,-0.676,-1.3883710504121678
	1881-10,-0.82,-1.66509856511029
	1881-11,-0.786,-1.5997601241399002
	1881-12,-0.886,-1.7919320093469295
	1882-01,-0.7985,-1.6237816097907787
	1882-02,-0.711,-1.4556312102346278
	1882-03,-0.793,-1.6132121561043922
	1882-04,-0.663,-1.3633887053352538
	1882-05,-0.75,-1.5305782454653696
	1882-06,-0.74,-1.5113610569446665
	1882-07,-0.789,-1.6055252806961111
	1882-08,-0.62,-1.2807547946962312
	1882-09,-0.783,-1.5939949675836893
	1882-10,-0.873,-1.7669496642700158
	1882-11,-0.715,-1.463318085642909
	1882-12,-0.859,-1.7400456003410316
	1883-01,-0.719,-1.4710049610511904
	1883-02,-0.866,-1.7534976323055238
	1883-03,-0.8,-1.6266641880688844
	1883-04,-0.67,-1.376840737299746
	1883-05,-0.63,-1.299971983216934
	1883-06,-0.692,-1.4191185520452922
	1883-07,-0.74,-1.5113610569446665
	1883-08,-0.928,-1.8726442011338822
	1883-09,-1.04,-2.087876712565755
	1883-10,-0.985,-1.9821821757018885
	1883-11,-0.96,-1.9341392044001313
	1883-12,-0.816,-1.6574116897020088
	1884-01,-0.898,-1.8149926355717731
	1884-02,-1.04,-2.087876712565755
	1884-03,-0.854,-1.7304370060806802
	1884-04,-0.8936393442622951,-1.806612681233237
	1884-05,-0.932,-1.8803310765421632
	1884-06,-0.85,-1.722750130672399
	1884-07,-0.859344262295082,-1.7407071756835477
	1884-08,-0.869,-1.7592627888617345
	1884-09,-1.028,-2.0648160863409117
	1884-10,-0.992,-1.9956342076663809
	1884-11,-0.933,-1.8822527953942336
	1884-12,-0.862,-1.7458107568972425
	1885-01,-0.753,-1.5363434020215805
	1885-02,-0.7556271186440678,-1.5413919854465108
	1885-03,-0.758,-1.545951996281932
	1885-04,-0.758,-1.545951996281932
	1885-05,-0.603,-1.2480855742110362
	1885-06,-0.6599180327868852,-1.3574660308403486
	1885-07,-0.715,-1.463318085642909
	1885-08,-0.653,-1.344171516814551
	1885-09,-0.722,-1.4767701176074013
	1885-10,-0.808,-1.6420379388854467
	1885-11,-0.7073770491803278,-1.4486689173443406
	1885-12,-0.61,-1.2615376061755281
	1886-01,-0.71,-1.4537094913825577
	1886-02,-0.553,-1.1519996316075214
	1886-03,-0.869,-1.7592627888617345
	1886-04,-0.586,-1.2154163537258411
	1886-05,-0.65,-1.33840636025834
	1886-06,-0.699,-1.4325705840097844
	1886-07,-0.691,-1.417196833193222
	1886-08,-0.882,-1.7842451339386485
	1886-09,-0.758,-1.545951996281932
	1886-10,-0.718,-1.46908324219912
	1886-11,-0.62,-1.2807547946962312
	1886-12,-0.761,-1.5517171528381428
	1887-01,-0.758,-1.545951996281932
	1887-02,-0.708,-1.449866053678417
	1887-03,-0.575,-1.1942774463530679
	1887-04,-0.615,-1.2711462004358796
	1887-05,-0.6189344262295082,-1.2787070614932055
	1887-06,-0.623,-1.2865199512524421
